bird_id,X,Y
1341_S13,-124.46201,29.39873
1341_S13,-124.46239,29.39698
1341_S13,-124.46255,29.39545
1341_S13,-124.46256,29.39367
1341_S13,-124.46262,29.39208
1341_S13,-124.46277,29.39061
1341_S13,-124.46304,29.38912
1341_S13,-124.46301,29.38771
1341_S13,-124.46328,29.38614
1341_S13,-124.46368,29.38471
1341_S13,-124.46403,29.38312
1341_S13,-124.46421,29.38235
1341_S13,-124.46458,29.38135
1341_S13,-124.46252,29.37967
1341_S13,-124.46263,29.3787
1341_S13,-124.46286,29.37778
1341_S13,-124.45841,29.38197
1341_S13,-124.45873,29.38096
1341_S13,-124.45897,29.38013
1341_S13,-124.45918,29.37942
1341_S13,-124.45522,29.3822
1341_S13,-124.43861,29.41288
1341_S13,-124.43444,29.41965
1341_S13,-124.43614,29.42769
1341_S13,-124.43097,29.44343
1341_S13,-124.42782,29.46258
1341_S13,-124.4222,29.48181
1341_S13,-124.41439,29.5027
1341_S13,-124.40437,29.52174
1341_S13,-124.39379,29.54002
1341_S13,-124.39186,29.56714
1341_S13,-124.39602,29.58863
1341_S13,-124.41197,29.5922
1341_S13,-124.39765,29.60763
1341_S13,-124.37005,29.62096
1341_S13,-124.34475,29.6529
1341_S13,-124.33401,29.68098
1341_S13,-124.33392,29.71528
1341_S13,-124.33329,29.7162
1341_S13,-124.33221,29.7155
1341_S13,-124.33103,29.71448
1341_S13,-124.32992,29.71372
1341_S13,-124.32869,29.71279
1341_S13,-124.32741,29.71173
1341_S13,-124.32617,29.71037
1341_S13,-124.32523,29.70914
1341_S13,-124.32385,29.70791
1341_S13,-124.32262,29.70654
1341_S13,-124.3189,29.70946
1341_S13,-124.32525,29.7191
1341_S13,-124.32408,29.71798
1341_S13,-124.32275,29.71655
1341_S13,-124.3215,29.71516
1341_S13,-124.30599,29.71737
1341_S13,-124.29798,29.73119
1341_S13,-124.29649,29.7294
1341_S13,-124.29502,29.72768
1341_S13,-124.29376,29.7259
1341_S13,-124.29251,29.72429
1341_S13,-124.28807,29.72558
1341_S13,-124.27716,29.74942
1341_S13,-124.23681,29.78952
1341_S13,-124.21268,29.8308
1341_S13,-124.20316,29.86357
1341_S13,-124.18257,29.91639
1341_S13,-124.17114,29.95118
1341_S13,-124.15948,29.99479
1341_S13,-124.14044,30.03295
1341_S13,-124.119,30.07889
1341_S13,-124.09255,30.12838
1341_S13,-124.08267,30.15842
1341_S13,-124.07964,30.20354
1341_S13,-124.06171,30.24576
1341_S13,-124.05032,30.29275
1341_S13,-124.02533,30.41556
1341_S13,-124.02024,30.42576
1341_S13,-123.99514,30.46564
1341_S13,-123.97133,30.51164
1341_S13,-123.95944,30.54494
1341_S13,-123.94662,30.57344
1341_S13,-123.93822,30.61093
1341_S13,-123.9379,30.64047
1341_S13,-123.93687,30.63987
1341_S13,-123.93578,30.63941
1341_S13,-123.93459,30.63892
1341_S13,-123.9334,30.63852
1341_S13,-123.93239,30.63823
1341_S13,-123.93188,30.63812
1341_S13,-123.93112,30.63849
1341_S13,-123.93079,30.63875
1341_S13,-123.93057,30.63904
1341_S13,-123.93058,30.63927
1341_S13,-123.93,30.63976
1341_S13,-123.92957,30.64016
1341_S13,-123.92852,30.64087
1341_S13,-123.92936,30.64059
1341_S13,-123.92725,30.64154
1341_S13,-123.92489,30.64222
1341_S13,-123.92362,30.64245
1341_S13,-123.92216,30.64286
1341_S13,-123.9208,30.64283
1341_S13,-123.91924,30.64368
1341_S13,-123.91796,30.64362
1341_S13,-123.91566,30.64377
1341_S13,-123.9145,30.64362
1341_S13,-123.91426,30.64348
1341_S13,-123.91281,30.64336
1341_S13,-123.91115,30.64334
1341_S13,-123.90874,30.64311
1341_S13,-123.90651,30.64311
1341_S13,-123.90004,30.63964
1341_S13,-123.89861,30.63951
1341_S13,-123.89682,30.63966
1341_S13,-123.89511,30.63968
1341_S13,-123.88539,30.64001
1341_S13,-123.88256,30.64146
1341_S13,-123.88076,30.64118
1341_S13,-123.87365,30.64631
1341_S13,-123.8717,30.646
1341_S13,-123.86989,30.64566
1341_S13,-123.86782,30.64516
1341_S13,-123.86598,30.64462
1341_S13,-123.84586,30.67427
1341_S13,-123.84149,30.70545
1341_S13,-123.84609,30.73946
1341_S13,-123.83888,30.76987
1341_S13,-123.82725,30.80283
1341_S13,-123.80953,30.83738
1341_S13,-123.79005,30.8646
1341_S13,-123.78739,30.86543
1341_S13,-123.78496,30.86607
1341_S13,-123.78273,30.86688
1341_S13,-123.7795,30.86625
1341_S13,-123.76681,30.88722
1341_S13,-123.76474,30.8886
1341_S13,-123.76235,30.88973
1341_S13,-123.76015,30.89086
1341_S13,-123.75789,30.89194
1341_S13,-123.75736,30.91922
1341_S13,-123.75439,30.92008
1341_S13,-123.75139,30.92066
1341_S13,-123.7485,30.92115
1341_S13,-123.74608,30.92381
1341_S13,-123.74332,30.9245
1341_S13,-123.74062,30.92516
1341_S13,-123.73786,30.92572
1341_S13,-123.73511,30.9264
1341_S13,-123.73209,30.92705
1341_S13,-123.72886,30.92787
1341_S13,-123.72558,30.92824
1341_S13,-123.72265,30.92954
1341_S13,-123.71971,30.93073
1341_S13,-123.71669,30.9317
1341_S13,-123.71362,30.93231
1341_S13,-123.71066,30.93356
1341_S13,-123.70773,30.93449
1341_S13,-123.70467,30.93546
1341_S13,-123.7019,30.93661
1341_S13,-123.69925,30.93772
1341_S13,-123.69641,30.93875
1341_S13,-123.69383,30.93958
1341_S13,-123.69119,30.94064
1341_S13,-123.68845,30.94133
1341_S13,-123.68557,30.94223
1341_S13,-123.68267,30.94321
1341_S13,-123.67985,30.94407
1341_S13,-123.67693,30.94495
1341_S13,-123.67403,30.94577
1341_S13,-123.67113,30.94659
1341_S13,-123.66806,30.94742
1341_S13,-123.66501,30.94847
1341_S13,-123.66206,30.94912
1341_S13,-123.65909,30.94965
1341_S13,-123.65598,30.95005
1341_S13,-123.65311,30.95052
1341_S13,-123.65037,30.95114
1341_S13,-123.64752,30.95183
1341_S13,-123.6448,30.95244
1341_S13,-123.64189,30.95321
1341_S13,-123.63908,30.95385
1341_S13,-123.63629,30.95451
1341_S13,-123.63321,30.9549
1341_S13,-123.63042,30.95535
1341_S13,-123.6275,30.95576
1341_S13,-123.62455,30.95617
1341_S13,-123.6217,30.95641
1341_S13,-123.61887,30.95664
1341_S13,-123.61633,30.95678
1341_S13,-123.61313,30.95758
1341_S13,-123.61065,30.9567
1341_S13,-123.60788,30.95669
1341_S13,-123.60514,30.95677
1341_S13,-123.60223,30.95683
1341_S13,-123.59953,30.95686
1341_S13,-123.59662,30.95706
1341_S13,-123.59438,30.9569
1341_S13,-123.59154,30.95687
1341_S13,-123.58876,30.95691
1341_S13,-123.58649,30.95676
1341_S13,-123.58347,30.95744
1341_S13,-123.58094,30.95758
1341_S13,-123.57837,30.95762
1341_S13,-123.57595,30.95783
1341_S13,-123.55865,30.99029
1341_S13,-123.53789,31.04047
1341_S13,-123.54384,31.07709
1341_S13,-123.56415,31.08366
1341_S13,-123.56868,31.12167
1341_S13,-123.57474,31.15911
1341_S13,-123.57899,31.19045
1341_S13,-123.57606,31.21715
1341_S13,-123.58189,31.26162
1341_S13,-123.57554,31.31392
1341_S13,-123.57829,31.36277
1341_S13,-123.58676,31.41316
1341_S13,-123.59181,31.46151
1341_S13,-123.59915,31.50961
1341_S13,-123.62364,31.52752
1341_S13,-123.62922,31.56729
1341_S13,-123.66672,31.689330000000002
1341_S13,-123.67331,31.70028
1341_S13,-123.69812,31.73867
1341_S13,-123.71509,31.77607
1341_S13,-123.68784,31.81907
