bird_id,X,Y
0A7,-118.769127,29.229165
0A7,-118.809902,29.236857
0A7,-118.85646,29.244305
0A7,-118.912517,29.248932
0A7,-118.961242,29.261353
0A7,-119.001452,29.272925
0A7,-119.010545,29.27413
0A7,-119.055497,29.26836
0A7,-119.09816,29.268402
0A7,-119.157797,29.250207
0A7,-119.209045,29.232792
0A7,-119.26034,29.22578
0A7,-119.316703,29.214167
0A7,-119.373765,29.191778
0A7,-119.428897,29.161725
0A7,-119.488188,29.137887
0A7,-119.545165,29.111895
0A7,-119.607328,29.081593
0A7,-119.67218,29.04744
0A7,-119.698253,29.041798
0A7,-119.742898,29.019845
0A7,-119.74558,29.024407
0A7,-119.74607,29.024172
0A7,-119.746792,29.023953
0A7,-119.737813,29.01969
0A7,-119.737475,29.01769
0A7,-119.737153,29.015498
0A7,-119.736545,29.013188
0A7,-119.736323,29.01174
0A7,-119.735687,29.009457
0A7,-119.75285,29.020385
0A7,-119.753053,29.020628
0A7,-119.753535,29.020993
0A7,-119.753945,29.02137
0A7,-119.754353,29.021722
0A7,-119.75474,29.022188
0A7,-119.755142,29.022605
0A7,-119.756918,29.020835
0A7,-119.756808,29.021332
0A7,-119.72997,29.03798
0A7,-119.731185,29.044227
0A7,-119.73211,29.044595
0A7,-119.732877,29.045187
0A7,-119.733253,29.045485
0A7,-119.733793,29.045783
0A7,-119.734833,29.046248
0A7,-119.735433,29.046415
0A7,-119.703325,29.067418
0A7,-119.651563,29.081403
0A7,-119.606458,29.106143
0A7,-119.57107,29.132028
0A7,-119.557705,29.148458
0A7,-119.558422,29.14821
0A7,-119.55911,29.147915
0A7,-119.559863,29.1476
0A7,-119.560998,29.148255
0A7,-119.561577,29.148137
0A7,-119.559327,29.148487
0A7,-119.559897,29.148187
0A7,-119.560613,29.147825
0A7,-119.563978,29.146707
0A7,-119.564247,29.146553
0A7,-119.560995,29.14906
0A7,-119.505003,29.158288
0A7,-119.436558,29.172475
0A7,-119.388255,29.194522
0A7,-119.351332,29.219585
0A7,-119.340895,29.24072
0A7,-119.34147,29.239465
0A7,-119.342128,29.238442
0A7,-119.343093,29.237052
0A7,-119.343907,29.236203
0A7,-119.344727,29.235497
0A7,-119.34553,29.234745
0A7,-119.346138,29.234162
0A7,-119.347038,29.233505
0A7,-119.347873,29.233098
0A7,-119.348762,29.232622
0A7,-119.349498,29.232293
0A7,-119.350318,29.231898
0A7,-119.351083,29.231625
0A7,-119.352048,29.231335
0A7,-119.352838,29.231212
0A7,-119.353655,29.231432
0A7,-119.35408,29.231497
0A7,-119.35472,29.231725
0A7,-119.355407,29.231812
0A7,-119.352533,29.234223
0A7,-119.352932,29.234623
0A7,-119.353267,29.234667
0A7,-119.353402,29.234812
0A7,-119.353622,29.234698
0A7,-119.353643,29.234702
0A7,-119.353692,29.234763
0A7,-119.35366,29.234837
0A7,-119.353628,29.23466
0A7,-119.353555,29.234637
0A7,-119.353462,29.234348
0A7,-119.353593,29.234197
0A7,-119.353525,29.234065
0A7,-119.353142,29.234143
0A7,-119.353067,29.233857
0A7,-119.352928,29.233547
0A7,-119.352673,29.232965
0A7,-119.352015,29.232418
0A7,-119.351308,29.231777
0A7,-119.350848,29.231155
0A7,-119.350083,29.230602
0A7,-119.349543,29.230092
0A7,-119.349002,29.229262
0A7,-119.348505,29.228283
0A7,-119.347825,29.227848
0A7,-119.347493,29.226937
0A7,-119.347157,29.226013
0A7,-119.346832,29.224953
0A7,-119.34653,29.2239
0A7,-119.346177,29.222883
0A7,-119.345882,29.221868
0A7,-119.345963,29.220473
0A7,-119.345887,29.219643
0A7,-119.345783,29.21881
0A7,-119.346003,29.217783
0A7,-119.346192,29.217015
0A7,-119.346363,29.216097
0A7,-119.346205,29.21521
0A7,-119.346263,29.214125
0A7,-119.34587,29.213267
0A7,-119.34613,29.21237
0A7,-119.346263,29.211417
0A7,-119.346403,29.210447
0A7,-119.346537,29.209425
0A7,-119.347037,29.207955
0A7,-119.347358,29.207087
0A7,-119.347885,29.206122
0A7,-119.348395,29.205255
0A7,-119.349087,29.204337
0A7,-119.349363,29.203328
0A7,-119.348087,29.203482
0A7,-119.29054,29.221127
0A7,-119.232617,29.242583
0A7,-119.169005,29.258023
0A7,-119.131938,29.283493
0A7,-119.103687,29.29979
0A7,-119.045912,29.318572
0A7,-118.995038,29.340398
0A7,-118.937918,29.357997
0A7,-118.884507,29.367135
0A7,-118.846092,29.387722
0A7,-118.801193,29.408543
0A7,-118.740207,29.42412
0A7,-118.666683,29.43149
0A7,-118.618355,29.441322
0A7,-118.617183,29.440857
0A7,-118.616722,29.441853
0A7,-118.603728,29.431523
0A7,-118.552827,29.399265
0A7,-118.505937,29.354065
